"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.022","0.008","0.046","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.040","0.026","0.058","  6,000","  3,000","  8,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",FALSE,"0.034","0.020","0.054","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.019","0.009","0.035","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.051","0.004","0.196","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.038","0.022","0.060","  3,000","  1,000","  5,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",FALSE,"0.014","0.006","0.026","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.013","0.004","0.033","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.024","0.012","0.041","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.068","0.043","0.102","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.028","0.011","0.058","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.053","0.029","0.087","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.049","0.025","0.087","  1,000","      0","  2,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.068","0.040","0.107","  2,000","  1,000","  2,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.017","0.011","0.025","  3,000","  2,000","  4,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.014","0.004","0.037","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.038","0.023","0.060","  6,000","  3,000","  8,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",FALSE,"0.031","0.019","0.049","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.018","0.009","0.033","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.055","0.004","0.209","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.033","0.019","0.053","  3,000","  1,000","  4,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",FALSE,"0.070","0.005","0.275","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",FALSE,"0.019","0.010","0.033","  2,000","  1,000","  4,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.021","0.006","0.050","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.029","0.015","0.051","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.071","0.045","0.106","  1,000","      0","  1,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.027","0.012","0.051","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.046","0.022","0.086","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.036","0.019","0.061","  1,000","      0","  2,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.070","0.042","0.108","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.025","0.017","0.035","  4,000","  3,000","  6,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.020","0.004","0.058","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.050","0.033","0.072","  8,000","  4,000"," 11,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",FALSE,"0.031","0.018","0.049","  2,000","  1,000","  4,000",NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2015/16","2017/18","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.018","0.008","0.035","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
