"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",TRUE,"0.068","0.038","0.112",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",TRUE,"0.053","0.028","0.090",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.042","0.023","0.070",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",TRUE,"0.014","0.009","0.021",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.022","0.008","0.047",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.039","0.026","0.057",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",TRUE,"0.035","0.021","0.055",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.020","0.010","0.037",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.060","0.003","0.251",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2013/14","2015/16","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.037","0.021","0.059",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",TRUE,".S",".S",".S",NA,NA,NA,NA,NA,NA,"Suppress"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",TRUE,"0.014","0.007","0.026",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.014","0.004","0.035",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.023","0.012","0.040",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.067","0.042","0.101",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",TRUE,"0.028","0.011","0.056",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",TRUE,"0.053","0.029","0.088",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",TRUE,"0.050","0.026","0.086",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.068","0.041","0.104",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",TRUE,"0.017","0.011","0.025",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.014","0.004","0.036",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.037","0.023","0.058",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",TRUE,"0.031","0.019","0.048",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.018","0.009","0.032",NA,NA,NA,NA,NA,NA,"None"
"Discontinued indicators","kidanxiety","2014/15","2016/17","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.075","0.008","0.252",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
